"SUID","BRENDA ID","CAZY Name","Class","Description","EC","Family","Gene Name","Genus","GO Term","HMP Body Site","HMP Oxygen","InterPro (Domain)","InterPro (Family)","InterPro (Homologous Superfamily)","InterPro (Other)","KEGG ID","Kingdom","name","NCBI IDs","Order","Organism","P01 gDNA","PATRIC ID","PDB","PFAM","Phylum","selected","Sequence Length","Sequence Source","shared name","Species","STRING ID","Superkingdom","Swissprot Description","Taxonomy ID","UniProt Annotation Status"
"2352595","None","None","Betaproteobacteria","Unsaturated chondroitin disaccharide hydrolase ","None","Oxalobacteraceae","SAMN05216319_0194","Duganella","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1H7J648","EMBL-CDS:SEK70253.1","Burkholderiales","Duganella sp. CF402.","False","None","None","PF07470","Proteobacteria","false","393","BLASTHIT","A0A1H7J648","Duganella sp. CF402","None","Bacteria","NA","1855289","TrEMBL"
"2352596","None","None","Betaproteobacteria","Unsaturated chondroitin disaccharide hydrolase ","None","Oxalobacteraceae","SAMN05428966_10682","Massilia","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1G6YFP7","EMBL-CDS:SDD89142.1","Burkholderiales","Massilia sp. PDC64.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A1G6YFP7","Massilia sp. PDC64","None","Bacteria","NA","1881046","TrEMBL"
"2352597","None","None","Betaproteobacteria","Glucuronyl hydrolase ","None","NA","CFE41_08210","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A257FPB5","GI:1232079071|EMBL-CDS:OYU27948.1","Burkholderiales","Burkholderiales bacterium PBB2.","False","None","None","PF07470","Proteobacteria","false","438","BLASTHIT","A0A257FPB5","Burkholderiales bacterium PBB2","None","Bacteria","NA","2015564","TrEMBL"
"2352598","None","None","Clostridia","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:CUP83850.1}","Lachnospiraceae","ERS852537_01797","Fusicatenibacter","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A174RLJ2","EMBL-CDS:CUP83850.1","Clostridiales","Fusicatenibacter sp. 2789STDY5834925.","False","None","None","PF07470","Firmicutes","false","253","BLASTHIT","A0A174RLJ2","Fusicatenibacter sp. 2789STDY5834925","None","Bacteria","NA","1806509","TrEMBL"
"2352599","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","CPT76_14685","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2S8PM81","EMBL-CDS:PQP89353.1","Bacillales","Paenibacillus sp. AR247.","False","None","None","PF07470","Firmicutes","false","273","BLASTHIT","A0A2S8PM81","Paenibacillus sp. AR247","None","Bacteria","NA","1631599","TrEMBL"
"2352600","None","None","Actinobacteria","Glucuronyl hydrolase ","None","NA","DHV14_06005","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3D5W0A1","EMBL-CDS:HCX84679.1","Micrococcales","Micrococcales bacterium.","False","None","None","PF07470","Actinobacteria","false","462","BLASTHIT","A0A3D5W0A1","Micrococcales bacterium","None","Bacteria","NA","2026762","TrEMBL"
"2352601","None","None","Halobacteria","Glycosyl hydrolase family 88 ","None","Haloferacaceae","C5C07_17560","Haloferax","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A371LTZ3","EMBL-CDS:RDZ51373.1","Haloferacales","Haloferax sp. Atlit-4N.","False","None","None","PF07470","Euryarchaeota","false","399","BLASTHIT","A0A371LTZ3","Haloferax sp. Atlit-4N","None","Archaea","NA","2077206","TrEMBL"
"2352602","None","None","Gammaproteobacteria","Unsaturated chondroitin disaccharide hydrolase ","None","Pectobacteriaceae","SGGMMB4_05072","Sodalis","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A193QMQ3","GI:1041790984|EMBL-CDS:CRL46437.1","Enterobacterales","Sodalis glossinidius  (strain morsitans)","False","None","None","PF07470","Proteobacteria","false","303","BLASTHIT","A0A193QMQ3","Sodalis glossinidius str. 'morsitans'","None","Bacteria","NA","343509","TrEMBL"
"2352603","None","GH88","Gammaproteobacteria","Putative glucuronyl hydrolase ","None","Pectobacteriaceae","SG2119","Sodalis","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","sgl:SG2119","NA","Q2NR31","GI:84780617|EMBL-CDS:BAE75394.1","Enterobacterales","Sodalis glossinidius  (strain morsitans)","False","None","None","PF07470","Proteobacteria","false","313","BLASTHIT","Q2NR31","Sodalis glossinidius str. 'morsitans'","343509.SG2119","Bacteria","NA","343509","TrEMBL"
"2352604","None","None","Betaproteobacteria","Glucuronyl hydrolase ","None","Oxalobacteraceae","D0T23_02660","Duganella","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3E1RZC3","EMBL-CDS:RFP18709.1","Burkholderiales","Duganella sp. BJB475.","False","None","None","PF07470","Proteobacteria","false","386","BLASTHIT","A0A3E1RZC3","Duganella sp. BJB475","None","Bacteria","NA","2233914","TrEMBL"
"2352605","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Paenibacillaceae","SAMN04488688_114100","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1H7Z7M6","EMBL-CDS:SEM54336.1","Bacillales","Paenibacillus sp. cl141a.","False","None","None","PF07470","Firmicutes","false","364","BLASTHIT","A0A1H7Z7M6","Paenibacillus sp. cl141a","None","Bacteria","NA","1761877","TrEMBL"
"2352606","None","None","Bacilli","Glycosyl hydrolase ","None","Bacillaceae","AMD02_14835","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0M0KMH8","GI:922874121|GI:923040096|EMBL-CDS:KOO39980.1|REFSEQ:WP_053431824.1","Bacillales","Bacillus okuhidensis.","False","fig|136160.3.peg.3440","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A0M0KMH8","Bacillus okuhidensis","None","Bacteria","NA","136160","TrEMBL"
"2352607","None","None","Bacilli","Glycosyl hydrolase ","None","Bacillaceae","CHH83_06895","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A268E9M1","EMBL-CDS:PAD69832.1","Bacillales","Bacillus sp. 7586-K.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A268E9M1","Bacillus sp. 7586-K","None","Bacteria","NA","2021690","TrEMBL"
"2352608","None","None","Bacilli","Uncharacterized protein ","None","Paenibacillaceae","B1748_07930","Paenibacillus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y5KEL3","GI:1199888632|EMBL-CDS:OUS77076.1","Bacillales","Paenibacillus sp. MY03.","False","None","None","PF07470","Firmicutes","false","377","BLASTHIT","A0A1Y5KEL3","Paenibacillus sp. MY03","None","Bacteria","NA","302980","TrEMBL"
"2352609","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","PAT3040_03902","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2R5F0S8","EMBL-CDS:GBG09261.1","Bacillales","Paenibacillus agaridevorans.","False","None","None","PF07470","Firmicutes","false","377","BLASTHIT","A0A2R5F0S8","Paenibacillus agaridevorans","None","Bacteria","NA","171404","TrEMBL"
"2352610","None","None","Bacilli","Unsaturated glucuronyl hydrolase family protein ","None","Enterococcaceae","HMPREF3199_00531","Enterococcus","0016787 hydrolase activity","Skin|Not Specified","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A133N562","GI:844741075|GI:1192819779|GI:985327622|EMBL-CDS:KXA11431.1|REFSEQ:WP_047928235.1","Lactobacillales","Enterococcus faecium ","False","fig|1352.724.peg.519","None","PF07470","Firmicutes","false","259","BLASTHIT","A0A133N562","Enterococcus faecium","None","Bacteria","NA","1352","TrEMBL"
"2352611","None","None","Clostridia","Glycosyl Hydrolase Family 88 ","None","Clostridiaceae","SAMN02745207_02998","Clostridium","0016787 hydrolase activity","None","None","None","IPR010905|IPR041492","IPR008928|IPR012341|IPR023198|IPR023214|IPR036412","None","None","NA","A0A1M5WM45","EMBL-CDS:SHH88538.1","Clostridiales","Clostridium grantii DSM 8605.","False","None","None","PF07470|PF13419","Firmicutes","false","627","BLASTHIT","A0A1M5WM45","Clostridium grantii DSM 8605","None","Bacteria","NA","1121316","TrEMBL"
"2352612","None","None","Bacilli","Glycosyl hydrolase ","None","Bacillaceae","A6K24_13125","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A179SMK8","GI:1033887164|GI:1054570983|EMBL-CDS:OAS82578.1|REFSEQ:WP_066340192.1","Bacillales","Bacillus litoralis.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A179SMK8","Bacillus litoralis","None","Bacteria","NA","152268","TrEMBL"
"2352613","None","None","Bacilli","Uncharacterized protein ","None","Paenibacillaceae","A8708_18080","Paenibacillus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A198AGX4","GI:1057301725|GI:1033311787|EMBL-CDS:OAS20482.1","Bacillales","Paenibacillus sp. 1ZS3-15.","False","None","None","PF07470","Firmicutes","false","384","BLASTHIT","A0A198AGX4","Paenibacillus sp. 1ZS3-15","None","Bacteria","NA","1850517","TrEMBL"
"2352614","None","None","Bacilli","Glucuronyl hydrolase ","None","Paenibacillaceae","Back11_14810","Paenibacillus","None","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3G9IP49","EMBL-CDS:BBH20136.1","Bacillales","Paenibacillus baekrokdamisoli.","False","None","None","PF07470","Firmicutes","false","371","BLASTHIT","A0A3G9IP49","Paenibacillus baekrokdamisoli","None","Bacteria","NA","1712516","TrEMBL"
"2352615","None","None","Bacilli","Glycosyl hydrolase ","None","Paenibacillaceae","BK131_21530","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1R1BP09","GI:1133961233|GI:1133221881|EMBL-CDS:OMF11528.1|REFSEQ:WP_076333202.1","Bacillales","Paenibacillus amylolyticus.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A1R1BP09","Paenibacillus amylolyticus","None","Bacteria","NA","1451","TrEMBL"
"2352616","None","None","Bacilli","Glycosyl hydrolase ","None","Bacillaceae","COD11_09915","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2C1KFH6","EMBL-CDS:PGT84927.1","Bacillales","Bacillus sp. AFS040349.","False","None","None","PF07470","Firmicutes","false","379","BLASTHIT","A0A2C1KFH6","Bacillus sp. AFS040349","None","Bacteria","NA","2033502","TrEMBL"
"2352617","None","None","Bacilli","Glycosyl hydrolase ","None","Paenibacillaceae","A3842_18740","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Q5X971","GI:1121035277|GI:1122501059|EMBL-CDS:OKP76035.1|REFSEQ:WP_074087795.1","Bacillales","Paenibacillus sp. P3E.","False","None","None","PF07470","Firmicutes","false","378","BLASTHIT","A0A1Q5X971","Paenibacillus sp. P3E","None","Bacteria","NA","1349435","TrEMBL"
"2352618","None","None","Bacilli","Glycosyl hydrolase ","None","Bacillaceae","COJ85_19735","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2B1RR33","EMBL-CDS:PFN99419.1","Bacillales","Bacillus sp. AFS076308.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A2B1RR33","Bacillus sp. AFS076308","None","Bacteria","NA","2033512","TrEMBL"
"2352619","None","None","Bacilli","Glycosyl hydrolase ","None","Bacillaceae","COD92_00790","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2C1ZED7","EMBL-CDS:PGV55813.1","Bacillales","Bacillus sp. AFS037270.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A2C1ZED7","Bacillus sp. AFS037270","None","Bacteria","NA","2033499","TrEMBL"
"2352620","None","None","Bacilli","Glycoside hydrolase ","None","Paenibacillaceae","PAHA3_5853","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A100VTF3","GI:1015841305|EMBL-CDS:GAS85719.1|REFSEQ:WP_062838010.1","Bacillales","Paenibacillus amylolyticus.","False","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A100VTF3","Paenibacillus amylolyticus","None","Bacteria","NA","1451","TrEMBL"
"2352621","None","None","Bacilli","Uncharacterized protein ","None","Paenibacillaceae","SY83_00490","Paenibacillus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","pswu:SY83_00490","NA","A0A172TDI0","GI:1057232338|GI:1028462165|EMBL-CDS:ANE45088.1","Bacillales","Paenibacillus swuensis.","False","fig|1178515.4.peg.85","None","PF07470","Firmicutes","false","388","BLASTHIT","A0A172TDI0","Paenibacillus swuensis","None","Bacteria","NA","1178515","TrEMBL"
"2352622","None","None","Gammaproteobacteria","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SAZ21293.1}","Enterobacteriaceae","SAMEA3181516_01702","Enterobacter","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A181CYS6","EMBL-CDS:SAZ21293.1","Enterobacterales","Enterobacter kobei.","False","None","None","PF07470","Proteobacteria","false","251","BLASTHIT","A0A181CYS6","Enterobacter kobei","None","Bacteria","NA","208224","TrEMBL"
"2352623","None","None","Bacilli","Glycosyl hydrolase ","None","Paenibacillaceae","BSK52_10120","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1R0Y381","GI:1133735747|GI:1133049267|EMBL-CDS:OMD41786.1|REFSEQ:WP_076118830.1","Bacillales","Paenibacillus odorifer.","False","None","None","PF07470","Firmicutes","false","368","BLASTHIT","A0A1R0Y381","Paenibacillus odorifer","None","Bacteria","NA","189426","TrEMBL"
"2352624","None","None","Bacilli","Glycosyl hydrolase ","None","Paenibacillaceae","CF651_16880","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A229UP09","GI:1220453382|EMBL-CDS:OXM85267.1","Bacillales","Paenibacillus rigui.","False","None","None","PF07470","Firmicutes","false","377","BLASTHIT","A0A229UP09","Paenibacillus rigui","None","Bacteria","NA","554312","TrEMBL"
"2352625","None","None","Bacilli","Glycosyl hydrolase ","None","Paenibacillaceae","A3849_24210","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Q5XN02","GI:1121055549|GI:1122626163|EMBL-CDS:OKP95722.1|REFSEQ:WP_074113778.1","Bacillales","Paenibacillus sp. P46E.","False","None","None","PF07470","Firmicutes","false","378","BLASTHIT","A0A1Q5XN02","Paenibacillus sp. P46E","None","Bacteria","NA","1349436","TrEMBL"
"2352626","None","None","Bacilli","Glycosyl hydrolase ","None","Bacillaceae","DOE78_11125","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A385NNI3","GI:1480122010|EMBL-CDS:AYA75947.1","Bacillales","Bacillus sp. Y1.","False","None","None","PF07470","Firmicutes","false","374","BLASTHIT","A0A385NNI3","Bacillus sp. Y1","None","Bacteria","NA","352858","TrEMBL"
"2352627","None","None","Bacilli","Glycoside hydrolase family protein ","None","Paenibacillaceae","C173_08576","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","W4E342","GI:573576242|GI:738834316|EMBL-CDS:ETT74644.1|REFSEQ:WP_036724035.1","Bacillales","Paenibacillus sp. FSL R7-277.","False","fig|1227352.4.peg.1724","None","PF07470","Firmicutes","false","367","BLASTHIT","W4E342","Paenibacillus sp. FSL R7-277","None","Bacteria","NA","1227352","TrEMBL"
"2352628","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Bacillaceae","SAMN05216565_101626","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1H0Q8G8","EMBL-CDS:SDP12969.1","Bacillales","Bacillus salsus.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A1H0Q8G8","Bacillus salsus","None","Bacteria","NA","930152","TrEMBL"
"2352629","None","None","Bacilli","Glycosyl hydrolase ","None","Bacillaceae","CHH61_18530","Bacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A268RXJ8","EMBL-CDS:PAF24456.1","Bacillales","Bacillus clausii.","True","None","None","PF07470","Firmicutes","false","375","BLASTHIT","A0A268RXJ8","Bacillus clausii","None","Bacteria","NA","79880","TrEMBL"
"2352630","None","None","Bacilli","Uncharacterized protein ","None","Paenibacillaceae","C812_02714","Paenibacillus","0003824 catalytic activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","R9LIK3","GI:507797956|GI:511071605|EMBL-CDS:EOS55582.1|REFSEQ:WP_016313158.1","Bacillales","Paenibacillus barengoltzii G22.","False","fig|1235795.3.peg.2681","None","PF07470","Firmicutes","false","380","BLASTHIT","R9LIK3","Paenibacillus barengoltzii G22","None","Bacteria","NA","1235795","TrEMBL"
"2352631","None","None","Bacilli","Unsaturated glucuronyl hydrolase domain protein ","None","Streptococcaceae","HMPREF1231_0064","Streptococcus","0016787 hydrolase activity","Oral","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","U2UB78","GI:544357101|EMBL-CDS:ERL15565.1","Lactobacillales","Streptococcus pyogenes GA06023.","False","None","None","PF07470","Firmicutes","false","201","BLASTHIT","U2UB78","Streptococcus pyogenes GA06023","None","Bacteria","NA","1115816","TrEMBL"
"2352632","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SPT78430.1}","Bacillaceae","NCTC2610_00466","Bacillus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2X0WGM1","EMBL-CDS:SPT78430.1","Bacillales","Bacillus circulans.","False","None","None","PF07470","Firmicutes","false","394","BLASTHIT","A0A2X0WGM1","Bacillus circulans","None","Bacteria","NA","1397","TrEMBL"
"2352633","None","None","Gammaproteobacteria","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:STR40274.1}","Enterobacteriaceae","NCTC11694_01427","Klebsiella","0016798 hydrolase activity  acting on glycosyl bonds","Airways|Skin","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A377SIT3","EMBL-CDS:STR40274.1","Enterobacterales","Klebsiella oxytoca.","False","None","None","PF07470","Proteobacteria","false","311","BLASTHIT","A0A377SIT3","Klebsiella oxytoca","None","Bacteria","NA","571","TrEMBL"
"2352634","None","None","Bacilli","Glycosyl hydrolase ","None","Paenibacillaceae","AWM70_12065","Paenibacillus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","pyg:AWM70_12065","NA","A0A1B1N1F5","GI:1057336037|GI:1043656125|EMBL-CDS:ANS75245.1|REFSEQ:WP_068696695.1","Bacillales","Paenibacillus yonginensis.","False","None","None","PF07470","Firmicutes","false","385","BLASTHIT","A0A1B1N1F5","Paenibacillus yonginensis","None","Bacteria","NA","1462996","TrEMBL"
